Supplementary_Table5: Detection results of random mutation data(ART-Random) ,,,,,,,,
,,,,,,,,
,sample,chr13,chr18,chr21,chr13_zscore,chr18_zscore,chr21_zscore,label
37,sample_37,1,0,0,6.033322416,-0.250573422,-0.198275471,13
38,sample_38,0,0,0,1.851470622,-0.006448729,-0.031679617,0
39,sample_39,0,0,0,2.135065719,-0.067133155,-0.050039893,0
40,sample_40,1,0,0,6.090393446,-0.179558733,-0.18337521,13
41,sample_41,1,0,0,6.134980112,-0.208041095,-0.223439909,13
42,sample_42,1,0,0,7.338790683,-0.281328692,-0.227879797,13
43,sample_43,1,0,0,7.166355576,-0.254214084,-0.302799122,13
44,sample_44,1,0,0,7.232676771,-0.281328692,-0.330042513,13
45,sample_45,0,0,0,1.948886144,-0.035214151,-0.008671027,0
46,sample_47,0,0,0,1.773371969,-0.02464027,-0.01234227,0
47,sample_48,1,0,0,3.467273387,-0.112387421,-0.10766758,13
48,sample_49,1,0,0,3.461092976,-0.080802604,-0.050544881,13
49,sample_51,1,0,0,5.703830134,-0.19460057,-0.210252056,13
50,sample_52,1,0,0,5.751216308,-0.264559551,-0.264322255,13
51,sample_53,1,0,0,5.672239351,-0.243033711,-0.204845036,13
52,sample_54,0,0,0,1.893666307,-0.039131378,-0.036103256,0
53,sample_55,1,0,0,3.816879789,-0.055693761,-0.161307741,13
54,sample_56,1,0,0,4.521373673,-0.170332905,-0.153889921,13
55,sample_57,1,0,0,4.472833475,-0.195139236,-0.174660047,13
56,sample_58,0,0,0,2.111072486,-0.016775582,-0.053914886,0
57,sample_59,1,0,0,4.57357409,-0.186152786,-0.122787013,13
58,sample_60,1,0,0,4.565357113,-0.173554998,-0.194513545,13
59,sample_61,0,0,0,2.181016574,-0.013806394,-0.055878347,0
60,sample_62,1,0,0,5.264807618,-0.247982714,-0.143282571,13
61,sample_63,1,0,0,5.151541078,-0.190098169,-0.182055554,13
62,sample_64,1,0,0,4.366509832,-0.122890572,-0.127610272,13
63,sample_65,1,0,0,4.292512477,-0.118909926,-0.171605352,13
64,sample_66,1,0,0,3.096443923,-0.040726268,-0.098149937,0
65,sample_67,1,0,0,3.124230495,-0.066286716,-0.055346853,0
66,sample_68,1,0,0,5.87444634,-0.165333302,-0.252130586,13
67,sample_69,1,0,0,4.211655551,-0.121724908,-0.178167521,13
68,sample_70,1,0,0,4.292838325,-0.117773648,-0.130527202,13
69,sample_71,1,0,0,4.435285476,-0.135284655,-0.172487213,13
70,sample_72,1,0,0,4.403295998,-0.155719821,-0.114996983,13
71,sample_73,1,0,0,3.314873488,-0.088691703,-0.10619093,13
72,sample_79,0,0,0,1.96251575,-0.03647966,-0.034376943,0
73,sample_80,0,0,0,1.984447407,-0.029556833,-0.053369912,0
74,sample_81,1,0,0,4.570382494,-0.140649976,-0.14450894,13
75,sample_82,1,0,0,4.558008487,-0.144865777,-0.182631358,13
76,sample_83,0,0,0,1.668054077,-0.01884817,-0.020865892,0
77,sample_84,0,0,0,1.693169127,-0.01884817,-0.040589089,0
78,sample_85,1,0,0,3.627376694,-0.120654753,-0.188282791,13
79,sample_86,1,0,0,3.594741362,-0.147339864,-0.15141649,13
80,sample_87,0,0,0,2.511080983,-0.05025132,-0.107012752,0
81,sample_88,0,0,0,1.989615824,-0.038361182,-0.01975448,0
82,sample_89,0,0,0,1.929766879,0.003236363,-0.059636425,0
83,sample_90,0,0,0,2.58694828,-0.027879045,-0.036298289,0
84,sample_91,0,0,0,2.640016194,-0.042028718,-0.069471006,0
85,sample_92,0,0,0,1.972925811,-0.066788895,-0.064575852,0
86,sample_93,1,0,0,3.511377081,-0.070028189,-0.132493831,13
87,sample_94,0,0,0,2.270937471,-0.102984181,-0.041648145,0
88,sample_95,1,0,0,5.77227683,-0.237652251,-0.204845036,13
89,sample_96,1,0,0,5.703830134,-0.19460057,-0.231880135,13
90,sample_97,0,0,0,2.983686862,-0.100951698,-0.04876887,0
91,sample_98,0,0,0,2.96530895,-0.039232973,-0.11886924,0
92,sample_99,0,0,0,2.54884171,-0.095185531,-0.062677452,0
93,sample_100,1,0,0,3.527538287,-0.081423063,-0.134743401,13
94,sample_101,1,0,0,3.508375086,-0.159769463,-0.059304824,13
95,sample_102,0,0,0,2.001419483,-0.035418692,-0.052153335,0
96,sample_103,0,0,0,2.260572337,-0.010266944,-0.032456865,0
97,sample_104,1,0,0,4.47127364,-0.118936523,-0.213551663,13
98,sample_105,1,0,0,4.403295998,-0.16798092,-0.147848543,13
99,sample_106,0,0,0,2.225729698,0.000430004,-0.049200635,0
100,sample_107,0,0,0,1.686832197,-0.012340647,-0.034035823,0
101,sample_108,1,0,0,5.417650749,-0.218264895,-0.16770424,13
102,sample_109,1,0,0,5.407672292,-0.182568659,-0.203570018,13
103,sample_110,0,0,0,2.741351833,-0.049014667,-0.094457578,0
104,sample_111,0,0,0,2.115295711,-0.016156338,-0.02480056,0
105,sample_112,1,0,0,6.747066101,-0.280474378,-0.314453166,13
106,sample_113,1,0,0,6.710513896,-0.274247744,-0.295684543,13
107,sample_114,1,0,0,6.448163951,-0.218535449,-0.227479728,13
108,sample_115,1,0,0,6.489838544,-0.230705553,-0.313075082,13
109,sample_116,1,0,0,6.549373676,-0.218535449,-0.282505312,13
110,sample_117,1,0,0,4.197730507,-0.09656042,-0.125006365,13
111,sample_118,1,0,0,4.228318561,-0.080928482,-0.121079819,13
112,sample_119,0,0,0,1.964396704,-0.042350599,-0.057579861,0
113,sample_120,0,0,0,2.806343631,-0.037039927,-0.130582352,0
114,sample_121,1,0,0,4.218145939,-0.176313647,-0.177865259,13
115,sample_122,1,0,0,4.070644647,-0.099000705,-0.127373163,13
116,sample_123,0,0,0,1.986792192,-0.013706909,-0.045858336,0
117,sample_124,0,0,0,2.343675311,-0.090249143,-0.064408319,0
118,sample_125,0,0,0,2.931246041,-0.05732257,-0.050968626,0
119,sample_126,0,0,0,2.913005306,-0.073302929,-0.123221793,0
120,sample_127,1,0,0,4.847971413,-0.162290988,-0.210434635,13
121,sample_128,1,0,0,6.165592226,-0.256717719,-0.162369271,13
122,sample_129,1,0,0,6.013493438,-0.227928958,-0.25493086,13
123,sample_130,0,0,0,2.971023058,-0.103027865,-0.079854001,0
124,sample_131,1,0,0,3.034995231,-0.02946907,-0.101752719,0
125,sample_134,0,0,0,2.282986837,-0.017433524,-0.058179513,0
126,sample_135,0,0,0,2.312972204,-0.023563098,-0.103343223,0
127,sample_137,1,0,0,6.957367483,-0.258478914,-0.293044455,13
128,sample_138,1,0,0,6.938081754,-0.350467473,-0.220424444,13
129,sample_139,0,0,0,2.501171642,-0.050702464,-0.02876093,0
130,sample_140,0,0,0,2.425265632,-0.077302385,-0.095576581,0
131,sample_141,0,0,0,2.748834176,-0.07296507,-0.076054922,0
132,sample_144,0,0,0,2.586347211,-0.075853439,-0.091770336,0
133,sample_145,0,0,0,2.512798782,-0.096355284,-0.034550277,0
134,sample_146,1,0,0,3.244715963,-0.094147062,-0.061235932,13
135,sample_147,1,0,0,5.334023619,-0.167545118,-0.208493045,13
136,sample_148,1,0,0,5.411994097,-0.10777523,-0.218502007,13
137,sample_149,0,0,0,2.087124311,-0.041246209,-0.083641974,0
138,sample_150,0,0,0,1.8426347,0.011108693,-0.053178916,0
139,sample_151,1,0,0,3.932554809,-0.117786866,-0.142078685,13
140,sample_152,1,0,0,3.929051083,-0.124949144,-0.113293501,13
141,sample_153,0,0,0,2.588457212,-0.061963114,-0.137496673,0
142,sample_154,1,0,0,3.504992186,-0.100152297,-0.162139579,13
143,sample_155,1,0,0,3.430607773,-0.058970524,-0.120762209,13
144,sample_156,0,0,0,2.102034287,-0.026891761,-0.045249812,0
145,sample_158,0,0,0,1.922456672,-0.027203115,-0.0593997,0
146,sample_159,1,0,0,3.864941221,-0.132333592,-0.131932281,13
147,sample_160,1,0,0,3.809984713,-0.09020554,-0.167205734,13
148,sample_161,0,0,0,1.816965229,-0.00734945,-0.035498402,0
149,sample_165,1,0,0,3.250716981,-0.099320261,-0.078549581,13
150,sample_166,1,0,0,3.216181969,-0.152267321,-0.111059799,13
151,sample_167,1,0,0,4.423289422,-0.114849489,-0.180700103,13
152,sample_168,1,0,0,4.407294682,-0.143458721,-0.143742098,13
153,sample_170,1,0,0,3.187682106,-0.037349858,-0.087135237,13
154,sample_171,1,0,0,3.170461919,-0.101885596,-0.11071424,13
155,sample_172,1,0,0,7.188091678,-0.272602111,-0.341407022,13
156,sample_173,1,0,0,6.840545626,-0.278979485,-0.268026512,13
157,sample_174,1,0,0,6.985729418,-0.233816845,-0.19023712,13
158,sample_175,1,0,0,6.865794981,-0.175750594,-0.261544062,13
159,sample_176,0,0,0,1.733906162,-0.011627106,-0.042512177,0
160,sample_177,0,0,0,1.791254156,-0.012642515,-0.045326503,0
161,sample_178,0,0,0,2.059100928,-0.017275998,-0.044822428,0
162,sample_179,0,0,0,2.418732418,-0.045271703,-0.045822249,0
163,sample_180,0,0,0,2.612469728,-0.073402849,-0.098656201,0
164,sample_181,0,0,0,2.642664196,-0.030671411,-0.055721805,0
165,sample_182,0,0,0,2.222081939,-0.043866061,-0.056413645,0
166,sample_183,0,0,0,2.628728287,-0.085272693,-0.07003327,0
167,sample_184,1,0,0,3.162458494,-0.092523878,-0.11596632,0
168,sample_185,0,0,0,2.371667198,-0.045689319,-0.049265176,0
169,sample_186,0,0,0,2.310410334,-0.03942829,-0.05345902,0
170,sample_187,0,0,0,1.892021932,-0.032399989,-0.02707647,0
171,sample_188,0,0,0,2.886346598,-0.064816008,-0.058630159,0
172,sample_189,0,0,0,2.322819262,-0.08139543,-0.066198941,0
173,sample_190,0,0,0,2.349042578,0.018722215,-0.071757415,0
174,sample_191,1,0,0,4.663163087,-0.155070272,-0.184688267,13
175,sample_192,1,0,0,4.692975037,-0.146364379,-0.193435509,13
176,sample_193,1,0,0,3.667074523,-0.089628634,-0.110188563,13
177,sample_194,1,0,0,3.660423099,-0.052237526,-0.151172601,13
178,sample_195,0,0,0,2.71718263,-0.063499151,-0.057162937,0
179,sample_196,1,0,0,3.542836071,-0.070028189,-0.135724509,13
180,sample_197,1,0,0,3.527106576,-0.10539765,-0.155108573,13
181,sample_198,1,0,0,5.756481439,-0.269941011,-0.237287155,13
182,sample_199,1,0,0,5.788072222,-0.226889331,-0.264322255,13
183,sample_200,0,0,0,2.526171224,-0.041683696,-0.057438301,0
184,sample_201,0,0,0,1.705919466,-0.031407591,-0.015835298,0
185,sample_202,1,0,0,6.82160861,-0.220913234,-0.274508961,13
186,sample_203,1,0,0,6.935230708,-0.291883097,-0.293956309,13
187,sample_204,0,0,0,1.942611279,-0.041997068,-0.02422256,0
188,sample_205,0,0,0,2.202388005,-0.063099467,-0.043839232,0
189,sample_206,0,0,0,2.227512142,-0.027543598,-0.059716896,0
190,sample_207,1,0,0,3.82386652,-0.134558021,-0.126737481,13
191,sample_208,1,0,0,6.525559623,-0.236790605,-0.239707636,13
192,sample_209,1,0,0,6.48388503,-0.157684927,-0.239707636,13
193,sample_210,1,0,0,3.175891122,-0.087554247,-0.108104324,13
194,sample_211,1,0,0,3.216181969,-0.102261764,-0.146525491,13
195,sample_212,0,0,0,2.514933074,-0.063623951,-0.102216242,0
196,sample_213,1,0,0,5.442043622,-0.175463904,-0.211657498,13
197,sample_214,1,0,0,5.412390772,-0.130001888,-0.19135619,13
198,sample_215,0,0,0,1.788799729,-0.00503227,-0.0251904,0
199,sample_216,0,0,0,2.394198305,-0.045808188,-0.040290825,0
200,sample_217,0,0,0,2.192260988,-0.039180467,-0.036367303,0
201,sample_218,1,0,0,3.94215492,-0.168425087,-0.126937801,13
202,sample_219,1,0,0,3.927852938,-0.131880151,-0.097562992,13
203,sample_220,0,0,0,1.799433995,-0.024383502,-0.050806713,0
204,sample_221,0,0,0,2.35047519,-0.074096737,-0.05639154,0
205,sample_222,0,0,0,2.349415756,-0.016571744,-0.085108107,0
206,sample_223,0,0,0,2.294176883,-0.027027178,-0.089310144,0
207,sample_224,0,0,0,2.337889657,-0.073881928,-0.028722562,0
208,sample_225,1,0,0,4.355240804,-0.089850578,-0.179955606,13
209,sample_226,0,0,0,2.947787211,-0.025663766,-0.067435298,0
210,sample_227,0,0,0,2.966119169,-0.057784321,-0.105087265,0
211,sample_232,1,0,0,6.90711354,-0.27709838,-0.292105105,13
212,sample_233,1,0,0,6.806721197,-0.219380004,-0.176120074,13
213,sample_234,0,0,0,2.536411149,-0.103988265,-0.072528171,0
214,sample_235,0,0,0,1.755260477,-0.009213892,-0.0154422,0
215,sample_236,0,0,0,1.745273403,-0.015190875,-0.033899104,0
216,sample_237,0,0,0,2.564231431,-0.061568981,-0.050155675,0
217,sample_239,0,0,0,2.215916387,-0.039395555,-0.051778064,0
218,sample_240,0,0,0,1.835018414,-0.000405801,-0.048460453,0
219,sample_241,0,0,0,1.81546761,0.000846106,-0.047799878,0
220,sample_242,0,0,0,1.956411355,0.003236363,-0.011752023,0
221,sample_243,0,0,0,2.282908768,-0.029569413,-0.086725815,0
222,sample_244,0,0,0,1.979284856,-0.001145033,-0.019527031,0
223,sample_245,1,0,0,4.137812267,-0.119956159,-0.075572188,13
224,sample_246,1,0,0,3.209990106,-0.067527236,-0.061235932,13
225,sample_247,1,0,0,3.276547999,-0.049780685,-0.096897612,13
226,sample_248,1,0,0,4.644134754,-0.211009466,-0.19785416,13
227,sample_249,1,0,0,4.627438817,-0.13848397,-0.133557133,13
228,sample_250,0,0,0,1.821616635,-0.010866649,-0.050347205,0
229,sample_251,1,0,0,3.833755775,-0.050466865,-0.157882581,13
230,sample_252,0,0,0,2.816658445,-0.0757801,-0.119216978,0
231,sample_253,0,0,0,2.762047925,-0.078317241,-0.091175872,0
232,sample_254,0,0,0,2.170587684,-0.051939279,-0.060585187,0
233,sample_255,0,0,0,2.777921468,-0.056077147,-0.121404816,0
234,sample_259,0,0,0,2.125925452,-0.050317168,-0.025634768,0
235,sample_260,0,0,0,1.998785146,-0.049300423,-0.064447006,0
236,sample_261,0,0,0,2.044094485,-0.050970134,-0.073121524,0
237,sample_262,1,0,0,6.302260134,-0.212898531,-0.096549364,13
238,sample_263,1,0,0,6.395398561,-0.171250168,-0.222087895,13
239,sample_264,1,0,0,5.565803172,-0.134809957,-0.192146964,13
240,sample_265,1,0,0,5.606492339,-0.191993687,-0.213039811,13
241,sample_266,1,0,0,4.503729785,-0.127363106,-0.177636714,13
242,sample_267,1,0,0,4.565357113,-0.127363106,-0.160759883,13
243,sample_268,0,0,0,2.491880202,0.006755182,-0.029034737,0
244,sample_269,0,0,0,1.787153907,-0.044924945,-0.023302535,0
245,sample_270,0,0,0,1.793638244,-0.012065173,-0.017418385,0
246,sample_271,0,0,0,1.533641717,0.021780803,-0.026394383,0
247,sample_272,0,0,0,2.394997096,-0.071812592,-0.066425651,0
248,sample_273,0,0,0,2.415143962,-0.056368595,-0.0509083,0
249,sample_274,1,0,0,4.962163924,-0.169690319,-0.18499569,13
250,sample_275,0,0,0,1.721404105,0.006296019,-0.051032493,0
251,sample_276,0,0,0,1.779399883,-0.002966036,-0.013808305,0
252,sample_277,1,0,0,3.436423442,-0.069175343,-0.117621507,13
253,sample_278,0,0,0,1.675249306,-0.018173009,-0.06536024,0
254,sample_279,0,0,0,2.208798674,-0.071019561,-0.068106131,0
255,sample_280,0,0,0,2.018934701,-0.032881164,-0.045927812,0
256,sample_281,1,0,0,3.941278979,-0.10534041,-0.184326167,13
257,sample_282,1,0,0,3.895112756,-0.090821569,-0.133268865,13
258,sample_284,0,0,0,1.970283083,-0.027487553,-0.030146885,0
259,sample_285,0,0,0,1.837630276,-0.02063477,-0.077959446,0
260,sample_286,1,0,0,5.40744863,-0.190617909,-0.176130209,13
261,sample_287,0,0,0,2.942532176,-0.009271322,-0.144233852,0
262,sample_288,1,0,0,4.123593829,-0.110597647,-0.139025186,13
263,sample_289,1,0,0,4.134940082,-0.110597647,-0.131257171,13
264,sample_290,0,0,0,2.297724446,-0.032639704,-0.12783401,0
265,sample_291,0,0,0,2.382855415,-0.0303959,-0.074246159,0
266,sample_292,0,0,0,2.393288643,-0.070918124,-0.072103281,0
267,sample_293,1,0,0,5.41266152,-0.233563281,-0.218941066,13
268,sample_294,0,0,0,2.266075832,-0.041090032,-0.091080575,0
269,sample_295,1,0,0,3.729198756,-0.025816578,-0.094503281,13
270,sample_296,1,0,0,3.756146741,-0.135990109,-0.149851687,13
271,sample_297,0,0,0,1.851948038,-0.029973011,-0.075937484,0
272,sample_298,0,0,0,2.07071652,0.000787826,-0.054339745,0
273,sample_299,1,0,0,6.453988467,-0.241304952,-0.238267703,13
274,sample_300,1,0,0,6.46582819,-0.22315298,-0.20179133,13
275,sample_301,1,0,0,3.050856937,-0.061651523,-0.110093672,0
276,sample_302,0,0,0,1.898591156,-0.004643523,-0.023116415,0
277,sample_303,1,0,0,4.285296192,-0.101464863,-0.106259304,13
278,sample_304,1,0,0,4.281444563,-0.10933832,-0.185367833,13
279,sample_305,0,0,0,1.912221045,-0.009600003,-0.053310469,0
280,sample_306,1,0,0,5.253606361,-0.193182995,-0.135626125,13
281,sample_307,1,0,0,5.244038133,-0.202962626,-0.194582607,13
282,sample_309,0,0,0,2.611248982,-0.006021795,-0.037852095,0
283,sample_310,0,0,0,2.552170239,-0.038536282,-0.049519566,0
284,sample_311,1,0,0,5.19705085,-0.138601982,-0.174066615,13
285,sample_312,1,0,0,3.386852974,-0.086339538,-0.048483137,13
286,sample_313,1,0,0,3.389846035,-0.086339538,-0.11610501,13
287,sample_314,0,0,0,1.905205802,-0.051964023,-0.055431737,0
288,sample_315,0,0,0,2.527385818,-0.106067645,-0.106018386,0
289,sample_316,0,0,0,2.826300217,-0.067681897,-0.093211917,0
290,sample_317,0,0,0,2.786770855,-0.017178476,-0.095749082,0
291,sample_318,0,0,0,2.009706576,0.004501877,-0.046840706,0
292,sample_319,0,0,0,1.857832744,-0.020188377,-0.023945542,0
293,sample_320,0,0,0,2.241036944,-0.021827379,-0.077922358,0
294,sample_321,0,0,0,2.400814187,-0.039520851,-0.053362509,0
295,sample_322,1,0,0,6.22192511,-0.181866941,-0.214435165,13
296,sample_323,1,0,0,6.137425784,-0.199140197,-0.25493086,13
297,sample_324,0,0,0,1.756913043,-0.029783734,-0.065317203,0
298,sample_325,1,0,0,3.264837369,-0.071071204,-0.103496275,13
299,sample_326,1,0,0,3.247377957,-0.08891637,-0.106484596,13
300,sample_327,0,0,0,2.218113555,-0.028812314,-0.080490979,0
301,sample_328,0,0,0,2.355053334,-0.015166758,-0.073715656,0
302,sample_329,0,0,0,1.963880962,-0.0326335,-0.035346044,0
303,sample_330,1,0,0,3.986230274,-0.071573073,-0.185437669,13
304,sample_331,0,0,0,2.153316649,-0.040692092,-0.030339915,0
305,sample_332,0,0,0,2.168253943,-0.036875261,-0.112791546,0
306,sample_333,1,0,0,3.229753018,-0.104174049,-0.037900315,13
307,sample_336,0,1,0,-0.013225185,3.522616316,-0.149874826,18
308,sample_337,0,1,0,-0.009991877,3.552359024,-0.123311293,18
309,sample_338,0,0,0,0.08475486,2.055026823,-0.045545014,0
310,sample_339,0,1,0,0.023006902,3.266476969,-0.097341513,18
311,sample_340,0,0,0,0.069769938,2.365187546,-0.058123516,0
312,sample_341,0,0,0,0.059189145,2.337069666,-0.082028571,0
313,sample_342,0,1,0,0.052611037,3.502924736,-0.124903586,18
314,sample_343,0,0,0,0.071938319,2.166960842,-0.028362021,0
315,sample_344,0,0,0,0.073708305,1.897506128,-0.02422256,0
316,sample_345,0,1,0,-0.057307307,4.789366869,-0.173097498,18
317,sample_346,0,1,0,-0.010075831,4.732314568,-0.168688015,18
318,sample_347,0,0,0,0.098657118,2.072167425,-0.027182428,0
319,sample_348,0,0,0,0.093590922,2.286208562,-0.044483046,0
320,sample_349,0,0,0,0.057976031,2.337599308,-0.046634498,0
321,sample_350,0,0,0,0.0806285,1.818247915,-0.043623233,0
322,sample_351,0,1,0,0.02680735,3.477695226,-0.111965284,18
323,sample_352,0,1,0,-0.017989927,3.631938939,-0.124604636,18
324,sample_353,0,0,0,0.058193157,2.816037831,-0.097071416,0
325,sample_354,0,0,0,0.025692209,2.8083719,-0.122745887,0
326,sample_355,0,0,0,0.079802892,2.021023415,0.010128569,0
327,sample_356,0,1,0,-0.074246168,5.88608264,-0.234388004,18
328,sample_357,0,0,0,0.046692061,2.104622716,-0.041231492,0
329,sample_358,0,0,0,0.140353728,2.143696618,-0.058898261,0
330,sample_359,0,1,0,-0.002732706,4.889491347,-0.212354253,18
331,sample_360,0,0,0,0.081559505,1.607512319,-0.038919687,0
332,sample_361,0,0,0,0.074500975,1.648885881,-0.034173308,0
333,sample_362,0,1,0,-0.109339353,6.940591102,-0.293956309,18
334,sample_363,0,1,0,-0.134588708,6.882524851,-0.248579164,18
335,sample_364,0,0,0,0.13560481,1.714308053,-0.064756045,0
336,sample_365,0,1,0,-0.039242869,4.380886967,-0.164274323,18
337,sample_366,0,1,0,-0.011252075,4.421757298,-0.172487213,18
338,sample_369,0,1,0,-0.027769712,3.549551296,-0.115461745,18
339,sample_370,0,1,0,-0.034176985,3.529904783,-0.105591832,18
340,sample_371,0,0,0,0.105425648,1.645872552,-0.0460545,0
341,sample_372,0,1,0,0.022253286,3.087745855,-0.084675916,0
342,sample_373,0,0,0,0.027888685,2.550545081,-0.08628058,0
343,sample_374,0,0,0,0.071824189,2.583633882,-0.095779425,0
344,sample_375,0,0,0,-0.000611595,2.993476975,-0.086885126,0
345,sample_376,0,0,0,0.095518718,1.750126853,-0.052868789,0
346,sample_377,0,0,0,0.093192897,1.795220295,-0.047198321,0
347,sample_378,0,1,0,-0.03736,4.427107142,-0.124811744,18
348,sample_379,0,1,0,-0.071787009,4.705590232,-0.162099834,18
349,sample_380,0,1,0,-0.088753416,4.688248963,-0.192591192,18
350,sample_381,0,0,0,0.068007809,2.139920678,-0.039071,0
351,sample_382,0,0,0,0.084192887,1.893312984,-0.055139145,0
352,sample_383,0,0,0,0.080747276,1.909160812,-0.062216078,0
353,sample_384,0,0,0,0.09911957,2.032629038,-0.036360365,0
354,sample_385,0,0,0,0.061173421,2.113238456,-0.069594835,0
355,sample_386,0,1,0,-0.002660258,4.203464467,-0.092417097,18
356,sample_387,0,1,0,0.098915488,3.009785889,-0.136094595,0
357,sample_388,0,1,0,0.030358503,3.023800231,-0.091035702,0
358,sample_389,0,0,0,0.057891693,2.728259467,-0.079280769,0
359,sample_390,0,1,0,-0.035244184,4.389061033,-0.106784093,18
360,sample_391,0,1,0,0.000743979,4.393148066,-0.143742098,18
361,sample_392,0,1,0,0.007458309,3.649927149,-0.13208212,18
362,sample_393,0,0,0,0.07103237,1.654228595,-0.010245709,0
363,sample_394,0,0,0,0.063590051,2.216004276,-0.021436256,0
364,sample_395,0,0,0,0.086429803,2.258854475,-0.079173133,0
365,sample_396,0,0,0,0.082321986,2.263053051,-0.047534247,0
366,sample_397,0,1,0,-0.078980149,6.355072455,-0.229424689,18
367,sample_398,0,1,0,-0.122789781,6.34437412,-0.196997261,18
368,sample_399,0,1,0,-0.169101587,6.302955964,-0.256447084,18
369,sample_400,0,0,0,0.08636847,2.066198692,-0.057184632,0
370,sample_401,0,0,0,0.067696851,2.049022952,-0.016917556,0
371,sample_402,0,0,0,0.044044229,2.489266767,-0.065504527,0
372,sample_403,0,0,0,0.088322513,1.733493994,-0.067543123,0
373,sample_404,0,0,0,-0.001396078,2.92841987,-0.069118834,0
374,sample_405,0,1,0,0.033457089,3.102060035,-0.124945983,0
375,sample_406,0,0,0,0.081943117,2.728820096,-0.147876598,0
376,sample_407,0,0,0,0.069676998,2.716282964,-0.140318591,0
377,sample_408,0,1,0,-0.107727088,5.595986806,-0.24692345,18
378,sample_409,0,1,0,-0.020414571,5.622234344,-0.220551247,18
379,sample_410,0,0,0,0.074444258,2.357597619,-0.072803347,0
380,sample_411,0,1,0,-0.033849441,5.370902039,-0.165979555,18
381,sample_412,0,1,0,-0.068444433,5.360799369,-0.247184787,18
382,sample_413,0,1,0,-0.084112174,4.479597106,-0.107251003,18
383,sample_414,0,1,0,-0.03193004,4.401645858,-0.10312882,18
384,sample_415,0,1,0,-0.053781955,6.019503608,-0.208425328,18
385,sample_416,0,1,0,-0.05926771,6.069966247,-0.230959691,18
386,sample_417,0,1,0,-0.004203742,4.018180815,-0.163023967,18
387,sample_418,0,1,0,-0.011478918,4.021898773,-0.148081499,18
388,sample_419,0,0,0,0.100000936,1.839047315,0.010515991,0
389,sample_420,0,0,0,0.063962527,2.121542743,-0.103204147,0
390,sample_422,0,0,0,0.077122237,1.767975302,-0.03971752,0
391,sample_423,0,1,0,-0.107451826,5.866772977,-0.241150955,18
392,sample_424,0,1,0,-0.027265524,5.850381384,-0.28506948,18
393,sample_425,0,0,0,0.099774503,1.73104119,-0.065701898,0
394,sample_426,0,1,0,0.053653349,3.302602135,-0.138934647,18
395,sample_427,0,1,0,0.062531051,3.233035962,-0.081193989,18
396,sample_428,0,0,0,0.105956337,1.898844895,-0.034376943,0
